text,label
biasa,negative
maksud ambil pindah akun ktp memfoto saya,negative
kesini aneh transaksi tidakrangin komplain tidak tanggepan,negative
membantuh terima kasih,positive
mudah dalam transaksi,positive
ikut syarat susah ganggu tolong baik bagus bintang ok guys,negative
ok terima kasih,positive
buka muncul keluar kenapa sekarang buka,negative
menarik saldo tidak bisa maksud,negative
transaksi eror,neutral
etoll tulis hasil saldo potong etoll saldo masuk buat lapor tindak pemberitahuan lapor terima proses tunggu,positive
bagus bantu banget,negative
teknis transaksi kembali saldo tunggu saldo bertambahdikembalikan aduh pusat bantu tanggap admin,positive
rugi banget pakai danaudah pas daftar pakai ektp susahpas suruh pakai kakak ghabisaserius jelek banget belah,negative
bagustop besta,neutral
danaakuuuuthankuu,neutral
hilang kocak rugi,negative
downold,neutral
kuontol,neutral
assalamualaikum saya bertanya saya tarik tidak masuk,negative
bantu butuh seharihari,negative
mengirim saya,negative
bagus buat paylater,negative
akun masuk nomor handphone nomor otp nya tidak tolong solusinya,negative
nagus ff,neutral
kesini kacauminta verifikasi hasil scaning muka banget nyamanamasukgmn bukariwayat masuk utklogin susahgmn tanggap admin,positive
tipu isi saldo langsung masuk isi saldo langsung,positive
buruk maruk,negative
kpremiumgagal trusaplikasi,neutral
pakai bagus,negative
sungguh aneh masuk akun enggak penuh syarat depan kecewa seperti ff,positive
guna syekali,positive
fiturnya lengkap baguscuman fitur buka sinyal bagus,negative
nasib anak jb usia bawah kasih suruh,negative
potong admin,negative
tolong lupa transper tidak solusi aktip sekian terimakasih,negative
banget transaksi mudah cepat,positive
urus nohnama faris hhilang saya hhilang akwokawoak ngeri ngeri,negative
mudah bobol maling nama handphone bobol aman alas transaksi tujuakun,negative
kenapa masukhsrus apdet,negative
jengkel saya macet hariii kecewa kecewaaaa butuh perlu menunggu hariii masukk uninstall tidak jelass barusan saya kirim qris pemberitahuan hasil kirim terimakirim otomatis barang tahan pesanbalas tolang lah perbaikii,negative
apa jelek fiturnya aneh verif pakai wajah lemot sampai ken mukul dibutuin fitur pembayarantransfer verif nonaktifin susaaah poolll cepat baik plis,negative
mantuuuul banget pakai,neutral
kenapa padahal ktp jddata lengkapkenapa coba aplksi guna,positive
tolong baik suka,positive
nama foto akun gogol,positive
mohon cepat,neutral
aplikasiiiiiiiiiokkeee,neutral
eror masak transaksi tolong baik,neutral
kayak nya makin makin beres apkbiaya transfer bri kenkn trnsksiuda saldo upmna bnyak banget notifikasipenting masuk hariitu otomatis trggu lasya bnyakbngluhmulai lirik dompet dgital sebelah,negative
gooooodddddd,neutral
suruh versi baru suruh kontak email pikah cs tidak respon kecewa kecewa banget akun saldo,negative
mudah bagus fiturnya bagus,negative
untung simpan gampang,neutral
masuk tenggat tetap masuk akun,positive
aneh diupgrade tidak tunggu kerja aneh nama mudah sulit,negative
bos tolong bantu transfer terima,positive
baikkkkkkkkkkkkkk,neutral
dompet transaksi mudah,positive
bagus aplikasi ku mudah,negative
pakai fitur cicil cuman iseng coba belum jatuh sudah tlpn bayar kayak pinjol,negative
ggg,neutral
cs layan merespon kecilsama bantu cs cuma kerja molorlapor tanggap jaring eror bngsd,positive
tidak banget bangetcolong tolong ditindaklanjuti biar privasi aman gampang bobol blokkk,negative
ngeluh akun tidak bisa buka dimintain pakai aplikasi,negative
butuh akun akun beku tolong,negative
lom paylater,neutral
hilang asal transaksi keluar akun,neutral
tolong nabung dana saudara saya nabung hilang dki saudara saya enggak dki pswd ganti tolong perhati guys,negative
bantu bagus kerja terimakasi,negative
sulit tidak tidak masuk versi baru bantu tidak balasbales sudah parah saldo,negative
tidak jelasawal daftar langsung suruh lagihingga sampai gagal nyakita penggaduan zonk sampai kirim email tidak tanggap,negative
banding ewallet relatif amankarena ganti nomor laintidak konfirmasi digunakansehingga rawan disalahgunakan ambil saldo logika ganti ijin dongsaya bual,negative
niat mengirim saldo premiumin akun gilir premiumin gagal aplikasi rusak saldo saldo,negative
nanana,neutral
tolong baik ff masuk saldo kurang,negative
ribet beli pakait bayar pakai verifikasi mengira verifikasi bayar pakait internet verifikasi perangkat ulang bolak tidak beli internet,negative
bagus suka,neutral
kesini lemot ketulungan kirim indak tinggal konfirmasi masuk selesai melulu gagal,negative
praktis gampang serba komplit potong harga,positive
buka handphone mohon baik admin,positive
tahan kwalitas kerja belum kendala kalau semoga depan,negative
suka tolong baik,positive
memasuki kode susah,negative
aplikasibantu,negative
kesini lemot,negative
bantu bagustanks,negative
mantap pokok aman,positive
semenjak fitur cicil resah ganguan jatuh nomor menganggu cuman bayar kalau mohon perhati nyaman coustmer terima kasih,negative
kasih saldo,positive
asl,neutral
ajg,neutral
susah banget kirim kirim,positive
waduuu aman cemana dalem,negative
neng cepat kirim dan bayar okeh,positive
jgc indonesia milik nama saya saya nama usaha indonesia milik nama saya kojnajkankankan bihalal alat informasi lengkap informasi teknologi multimedia kini milik nilai informasi lengkap maneh mana urangmabarkan terta,negative
fb lagihlang saldo pakai nyatindakan lambat sampai sekarang uang pdahl srat dari kpolisian,negative
bantu ribet,negative
mutuu,neutral
akun kasih bintang akun mudah transaksi kasihh bintang,positive
akun kecewa,neutral
isi ulang akun tidak masuk lapor tidak jelas,negative
kerja keras,neutral
sangan bantu mudah transaksi,positive
memuaskn,neutral
aktif pas kode tidak kirim,negative
sengat bantu,negative
kecewa tanggal rp terima rekening tuju mohon selesai,negative
kenapa sekarang bantu kluhan nama jaka umbara,negative
awas tidak aman,negative
alok,neutral
lupa sandi berkas masuk belum tanggap,positive
nyaaaaa tapi enggak karuanisi etoll pending enggak masuk ujung ujung nyaaaaa enggak saldosuruh memememenunggu hari lupa cpek tunggu komplen cs sdang tanggap suruh memememenunggu memememenunggu sampai lupamaksd nyaaaaa ingis perjembngan nyaaaaa sampai mana gilir dichat cs nyaaaaa ofline mululain jangan gtukasianmemememenunggu mending kalau saldo kalau enggak,negative
kecewa sekali saldo tidak masuk masuk riwayat mengirim sukses indak kira cerita gitugiliran notifikasi masuk pemberitahuan vocher segalamcm gilanotifikasi saldo masuk tidak,negative
barokallah,neutral
jelek masak daftar gagalmasuk asli gagal tidak,negative
foto selesai foto layar tetap tidak foto masuk,positive
respon sesuai keluh kirim kecewa mereset pinhanya mentok jaring,positive
transaksi lancar biaya murah,positive
potong isi,negative
transaksi proses tanggal tanggal,negative
sumpah mangkin,neutral
komplain isi semua semu sudah potong saldo tagih tidak bayar,negative
seru gabut terima kasih,negative
alhamdulillah lancar dana,positive
isi kena aneh isi langsung tidak isi potong tolong biaya tambah adil bayar,negative
apgrade dengan ktp dajal,negative
nyunyak nyunyak nyuak,neutral
menyimpan gede korban akun kena hackbeku,negative
sial promo dapat ngontod,negative
bodat,neutral
bagus banget kadang suka eror tapi okey,negative
sistem sibuk sibuk tidak,negative
bantu mudah beli teransfer terima kasih,positive
woi lu transaksi benar marah sudah isi saldo gilir tidak masuk,negative
gimana pinjam saldo,positive
akun sayh beku syah lang,neutral
mantap alhamdulillah,positive
saya danaaplikasi bagus emoney mandiri masuktlpn cs banyak alas trusyg unduh jangan sesal kemuadian,negative
tolong bntuanya akun saya terang akun beku bagaimana min,negative
unduh lebi gopay saya bagus gopay salah langsung,negative
kenapa unduh aplikasi bos,negative
sumpah saya pas lihat,positive
saya nma fera noviyanti kenapa selalu sistem sibuk pagi saya tidak bisa transaksi,negative
ayo susah banget,positive
ike ikeh,neutral
saldo tidak masuk korupsi,negative
gagal premium menarik,negative
kacaw hilang lapor respon,positive
transaksi kenal saldo hilang kabar responya suruh menunggu tunggu berharihari tidak hasil akun bintang aman lemah,negative
aplikasi bagus transfer isi ulang cepat lancar semoga maju,negative
playlater,neutral
boleh saya tidak menganggu,negative
kasih bintang tolong goals upgrape tabunganya goals ambil bisa ambil butuh bolak memasuki uang goals tolong biar ambil goals tidak langsung tolong banget,negative
aju ganti nomor emailtp sampai tindak,negative
mengirim tidak,negative
kecewa appnya begitu cs lemot barcode kadang,negative
alhamdulillah terima kasih bantu ekonomi semoga sehat rejeki lancar bahagia amin,positive
tolong baik suka jadi transaksi tunda,positive
coba kirim,positive
bagus bom paylather,negative
akun transaksi kenal saldo hilang tidak tanggung sudah tidak respon banget,negative
daftar susah gagal tolong bantu,negative
pakai jadi mudahmakasih danasmua jadi cepat gampang,negative
lambat lol tolol gagal masuk terus,negative
install hati hati hilang,negative
akun saya tidak bisa imel tidak balas layan kayak,negative
stabil kirim cepat,positive
lemott erorrr,neutral
tolong baik tolong baik,neutral
kasih tambah saldo dong,positive
aman jelek,negative
tipu ngambil nasabah alas akses guna,positive
rim dellay tapi nyaman karena biaya admin,negative
akun logout otomatis muncul akun pakai,positive
urus luhilang juta sekian saran suka malingin citra jelek mata masyarakat,negative
aman bobol mohon ketat,negative
maaf apakasudaada saldo ituaja,positive
pergiiii duluuuuuuuuuu,neutral
kena ganti nomor iindak penuh syarat menunggu minggu kunjung ganti nomor syarat penuh memang kena nama elit transaksi sulit forex iindak kode konfirmasi nomor mati pakai nomor daftar nomor minggu kunjung ganti appaan benar lindung negara tidak,negative
tolong tidak bisa dowload saya sudah transfer kntl,negative
saya transfer pas transfer memasuki sandi saya masuk masuk,negative
okecukup baikpertahankan kualitaskestabilankeamanan transaksi,positive
maju,neutral
kontooool,neutral
pp,neutral
bagussangat bantu,negative
tolol masuk akun lupa jika indak memang tolol rugi jika,negative
kesini buruk eror cek transaksi alas eror kuota banyakbeli kuota proses kembali untung untung,negative
pakai hapus tidak lenyap mana uninstal menyesal,negative
nama omni alamat desa tanjung heran kec sindang belit kab rejang lebong propinsi bengkulu,negative
atur terima alami kendala dampak rugi cepat uninstall,negative
bantu banget sih,negative
salah pas hubung kontak bantu ig tipu admin,negative
jaring lancar jaya lemot terima transaksi masuk rekening,positive
unduh enggak malam enggak tidur daftar enggak banget sulit,negative
juga bantu,negative
luur bahaya aman mudah bobol,negative
kadang lemot tolong tambah masak limaratus tidak,negative
klik lupa tapi terus jam beres sekali masuk sistem sibuk rekomend,negative
akun tidak cepat tanggap bayar lambat kemarin akun begitu cepat tanggap rugi,negative
dokumen dukung coba tetap lamaa,positive
biaya transfer lngsng kirim saldo saya beli paket lol baik sistem resah,negative
hilang tidak tindak dari danasumpah menyesal bgtkecewaa padahal usng lebaran,negative
lumayan bantu untuk transaksi,positive
kasih kode otpp saja khontol ashuu annnjinhggg,negative
bestmelancarkn terima kasih,positive
sip mantap terimakasih,positive
bagus punya tidak kayak rekening,negative
tolong bantu buka,negative
atastidak masuk,negative
bagusssssd,neutral
anjink saya transaksi apaapa kurang saldo saya bett lagi,negative
jelek kendala masuk,negative
kesini kesana erorpending sampai,negative
najisss pending sekarang serba lemot aplikasi,negative
transaksi cepat ribet,neutral
transaksi susah kacau,positive
luarbiass,neutral
niat isi pulsa pakai biar murah pas sudah beli dipakai,negative
puas dengan aplikali,positive
menulis kontak ana solusi tangung jawab nanajemennya fungsimesinrobot,negative
kesini susah buka suka,negative
nomor daftar hilang kemarin barusan akun masuk padahal wajah deteksi,negative
anjiettt lu enggak mau dapat rezeki kah daget intro najis,positive
cepat benar baru,negative
tidak buma,negative
saldo terang cs solusi tetap menunggu malas banget buat kecewa hih,negative
sulit erti tidak tanggap terus,negative
keran,negative
proses admin tidak respon dengan cuman nipu gede biar nyaman makan haram,positive
pindah akun payah respon,neutral
goooj,neutral
akun sebelum nyatrs memasuki tidak bisa tekan lupa enggak respon anbahkan tungguin berjamjam juga tetap tampil sajaini kenapa tolong lah,negative
pinjem tidak,negative
lupa rubah lodingya banget,negative
ya jlk transfermasuk kg dana sampai lapor ces belum ditnggapin sama skliudh belum proses dana bagaimana kg kesel sama kg ditnggapin lapor ya sama buat kesel,positive
kasih bintang suka aplikasih suka aplikasih,positive
bagus geys,negative
jaring sibuk mulubikin transaksi kocak,positive
bingung belum menscan barcode pilih pindah saldo pindah akunenggak tau sekalitujumohon bantu,negative
ciba,neutral
alfamart sudah kena admin ribu jadi tidak utuh lagi saldo langsung kena jadi kecewa,negative
tabanas,neutral
hedeh transaksi susah,positive
cs jelek banget respon mohon memperbaiki akun transaksi ngapa mengapai buruk kualitas akun rekomen unduh pakai menyesal pakai,negative
sistem sibuk tunggu saya tungguin siang sampai sekarang malam enggak benar sistem wah kacau sumpah saya bayar shopee woii anjg tolol dasarjelek jelek jeleeekk banget hubung cs enggak benar pis csnya saya hubungin cs kayakk xl bagus bagus kayakk ngoborol kasih leluasa butuh sumpah enggak jelas banget csnya buat ribet,negative
tolong admin masuk,negative
jaring tidak stabil,positive
siiiipp,neutral
hatihati bahaya masuk telp selesai selesaikanmalahaan ditelp ibatiba bilang sudah transaksi main bahaya jadi,negative
awas saya tidak langgan tantan saldo saya ambil mohon transaksi curiga verifikasi pakai nomer handphone email aman semoga tidak pakai,negative
buruk fitur shopee hilang timbul,negative
bagus karibet satset,negative
lemot sekarang,negative
ewallet ribet belah tinggal foto satset langsung hasil kayak ribet sudah mengurus negara ppek,negative
bayar shopee tidak,negative
lemot banget aneh,negative
hhabis ribet banyak notifikasi,negative
sesi salah benar,negative
burukdownload tidak buka,negative
tolong baik suka telat kmasuk,negative
igri,neutral
tampil lengkap mohon jelas,negative
bagusdd,neutral
guna aman simpan mengirimdan bayar bagus bergunamakasi,negative
transkasi buruk masuk banget,negative
isi pulsa beli kuota internet kuota internet isi pulsa kuota internetmya hhabis kasih ringan khusus isi pulsa tidak pakai kuota internet,negative
tolong tingkat koneksi baik,negative
saya kasih lu bintang lu keren banget saya cek instagram keluh ditiktok keluh saldo masuk saldo hhilang gagal gimana memang gimana bicara wakil asa rugi ayo proses fitur dana biar saldo hhilang,neutral
lmot,neutral
terima kasih koneksi metode bayar googleplay sebelumnya dns nonaktif dns hubung akun ku googleplay,negative
oke mantap mudah,positive
rangin dana plis,positive
tidak benar danayg orgjd apa ajaemang guna,negative
hilang manah,negative
kenapa buka masuk sdangkan sayaharus admin lupa tapi unibstal dulu appnya masuk ulang jangan buat ribet,negative
mohon maaf saya pakai ktp bapa sayaa pas selfie bapa tidak pakai foto selife saya maaf takut wajib salah paham,negative
sayah kirim buka pesan,positive
tolong baik saldo hilang,positive
eror susah baik,negative
aplikasi coba,negative
ubah akun gagal terus saldo hilang setidakny ambil saldo akun verifikasi tolong kembali saldo,negative
sulit ku payah,neutral
sampah kasih nomor tidak kasih kode mengetik kode bilang akun beku sih,negative
mudah butuh hari,negative
tidak transaksia bayar np aplikasi google potong,negative
percaya hilang akun tidam transaksi,positive
paitbuat pembayarantop ganggu tidak baik uninstal,negative
terima kasih layan baik,positive
bagus saya kasih bintang karenah payleater,negative
metode lupa terus lapor ana ubah apa tolong konfirmasi bngke saya hangus,negative
tolong bantu lupa,negative
siii solusi lupa masuk verifikasi banget,positive
hati hati saldo ambil ambil kisar ludes,negative
beli pulsa proses masuk menit,negative
bagus sekali,negative
maaf minsaya ganti tidak kenapa,negative
aplikasi mantap admin cakep,positive
tolong baik sistem teranfernya kirim tidak,negative
ufgrade danabpremium bos,positive
traksasi hasil tapi uqng tidak masuk rekening penerimapihak tidak respon sudah hari belum masuk,negative
tidak buka tolong bantu,negative
bagus banget dm isi pulsa kasih bintang biar guna,negative
muas bos,positive
kenapa akun harus akun dari lagisedang nomor hilangdan akun adik ku ribet pakai tatap mukasaldo ambil lagimakin jelek,negative
bayar gagal tidak dowload,negative
ribet kakak ktp dsb bebegitu tunggu kerja bebegitu gagal kayak minjem duitmending enggak usah pakai jugadasar kaluman musingken uninstall,negative
akun tidak masuk salah,negative
cs susah hubung,negative
lindung logo indonesia aman megalami kena saldo hilang transaksi laku kasih tolong bas saldo mana perhati ngasal pikir cari gampang,positive
puasmakasih akun danasangat membantuissthebase,neutral
jindana,neutral
layan muas masak masuk gagal aneh terus langsung beku buka tidak rugi unduh saldo rugi rugi,negative
puki,neutral
ghabisaaaa loginnnn,neutral
tanggal saldo masuk sangatsangaatttt kecewa,negative
tonglong baik buka areward lihat kakak tidak kenapa,neutral
kecewa karena beli kuota bayar kuota beli,negative
bagus tapi kadang trobel,positive
mudah transaksi milik rekening,positive
bagus bagus kenapa kesini sampai ku hilang begitu juta,negative
tolong tidak handphone tapi akun dana tolong,negative
susah masuk nysih buat tidak semangat azudah didownloud susah daftarmasukny mohon pencerahanny mudah dapat pakai danatrimakasih,negative
saldo danaq hilang aplikasi amanah kecewa,positive
saya isik saldo enggk maksud bagaimana tolong proses akun saya saya isi saldo pakai daun pakai saya gisik tolong bantu akun saya,negative
mantaapp transaksi tidak ribet cepat kilat,negative
loding,neutral
yaaahlumayan mudah ambil uangkalo sibuk mana,negative
proses transaksi tanggal sampai tanggal belum proses respon chatt lemot buat kecewa banget,negative
peripikasi,neutral
makin susah bayar qris kecewa,negative
jadikan menabungtapi pas kumpul tarik verifikasi ktpsad saya dapat ktpnyakalau mah paksa pakai ktp nyokap semoga ktp akun saya ubah informasi ktpnya,negative
mantap banget mekai,positive
saldo saya kuras tidak mengapai saya muak sudah tidak aman kalau menyimpan memang,negative
skalipadahal sudah tidak,negative
tolol tidak alas jaring,negative
kasih bintang semoga pyletter sudah tahun,positive
banget respon csnya,positive
tarik pengin buat akun kode otp smsgobloggg,negative
bantu terima kasihtapi lemot sudah apdet pers tolong baik makas,negative
eror terus setiap transaksi semenjak pindah burukkk,negative
suka bantu,positive
hhabis mencet lupa banget tidak selesai selesai muter muter tidak banget,negative
tidak masuk masuk,negative
kecewa akun beku saldo hilang mana tolong percaya inim korban cs tidak tanggung,negative
mudah transfer percaya,positive
aman kurangkemarin jebol hasil saldo lapur lapor tanggap,positive
josht,neutral
lemot aman saya hilang,negative
mudah membantudalam transaksi online,positive
buka lainnyamau buka listrik susah sekalimaaf bintang saya rangin saya kecewa,negative
saya kasih bintang hasil tari nyata saya tamba bintang bintang,positive
sungguh bantuversi baru sekarang sudah tapi sistem banyak pas krluar gagal versi dukung handphone oppo versi mengecewakantlong baik sistem,negative
buat akun beku masuk pasword salah aneh bangetsaya transaksi,positive
oke cuman pas transfer ngedelay,positive
tidak buruk,negative
enggak jelas saya transaksikasir pas saya pw email saya benar bilang tidak sesuai,negative
azhar,neutral
bagus muas batu butuh desak,negative
hilang kecoa kgk,negative
transaksi biyaya admin oke tapi kalau bayar admin dobel byr,neutral
tidak dapetada seoerti ovo,negative
setelah cek transaksi solusiny,neutral
mudah kirim bayar tagih,neutral
saadmin,neutral
oke sangatt bagusd,positive
bagibagi gerat,neutral
saldo etoll proses terang proses transaksi hasil saldo tarik lapor kait kendala tapi enggak tangan,positive
beli pulsa tidak masuk saldo potong mohon perhati hapus aplikasi,negative
eror bobrok,negative
payah saldo masuk respon manusia,positive
kenpa tidak buka aplikasi,negative
bantu terimakish puas,positive
ratnasari,neutral
akun beku meminta jelas tidak anaeh tidak tanggung,negative
respon bagus transaksi lambat jaring bagus kemarin isi masuk,positive
jelek bagussaya beli listrik nomor gagal pusat bantu arah pln otak libur sudah malam ampas banget sekarang aplikasi,negative
pokok dana,neutral
gampang dihack payah,positive
porsi tawwa,positive
anjink tidak capek paok poto ktp ku lajang anak beda,negative
rubah,neutral
susah tidak cari menunggu waspadaaku isi kasih,negative
nyangkut proses admin pasti,positive
enggak sih,neutral
mantap admin,positive
ya sudah bagaimana begitu lupa saya pnct boleh lupa tidak ubah bintang sudah ganti saya kasih bintang,negative
gj,neutral
tangan buruktidak tipu nama,positive
aman jamin percaya masuk lari mana dowmload mikir jamin keman,negative
ok aplikasi bagus suka,neutral
komplain tanggapnanggapi,negative
tes dahulu,positive
kembalin tanggal masuk tidak balas email tidak respon banget layan,negative
gangguanbikin emosi transfer susah,negative
jelek mencoba hhabis donwload tidak buka uinstal terus donwload tetap tidak buka,negative
transaksi tunda,positive
memeuaskan,neutral
biyasa,neutral
kesini jelek hilang dengen lapor,negative
tolol apalikasi,negative
enggak jelas pencet lupa kelar kelar tidak,negative
tidak nomor,negative
opsional,neutral
mahhokk,neutral
gagal ubah,negative
proses lama proses,negative
hati hati guna aplikasiikasiikasi simpan hilang riwayat beli lazada kayak pegawai aplikasiikasiikasi hangus nila ratus ribu hati hati install aplikasiikasiikasi payah jaga nasabah,negative
bantu simpan takut alpikasi lapor admin langsung layan,negative
potong tuju dari awas ojk,negative
kesini ribet lahsaya transaksi danalalu memasuki nomor telepon pas memasuki memasuki kode otptapi masuk masuk padahal benar nomornyaplis kembalidahulu,negative
kerren,neutral
buka kaget tidak bisa claimselalu stak,negative
mntap jiwa,neutral
lupa pencet lupa jaring bagus muter,negative
jelasudah ganggu menerima potong biaya admin pulasaya anggur rugi,negative
tangan dlalu banget proses responnya dari daftar enggak ulang harus ganti nomor sampai tlfon cs arah email lapor sampai gondok lebar gera dari itu larut mohon masalahproses cepat,negative
akun kirim pulsa lagi karena salah ktik malah eror pas byr,negative
biaya mantap terima kasih muas,positive
waduh minlemot banget nya sumpahmana mengirim lagi unduh sudah minta nunggunya masih ajatrus buka historyriwayat laporin nya,negative
manfaat transfer mana,positive
cari komunikasi pas manfaat,positive
tambah struknya,positive
tolong saldo aju menunggu sampai lenyap barang tidak,negative
saldo hhilang transaksi langgan saldo hilang tolong,positive
memang palikasi sellau andal,positive
terbaikkkkkkk,neutral
lm doanload nya,neutral
transaksi bank mandiri transaksi tungu kalau selelu cepat,positive
transaksi beli paket smartfren transaksi gagal saldo hilang komplain tapi tidak,positive
tanggal potong langgan googlepadahan cek langgan cs leletpengaduan payahhh,negative
transfer masuk rekening tuju,negative
bintang proses tari masalah kasih solusi butuh menunggu,negative
install kecewa banget,neutral
lupa terus bantu enggak jelas banget sistem lemot banget akun tolong baik,negative
tidak buka admin,negative
cerita suruh memasuki,negative
aneh saldo tarik,positive
menyesal banget pakai paylater berisik bangeeett dari tanggal jatuh sudah ditelfonin buronngutang milyaran tagih doankya,negative
kembang paylaternya uninstal,positive
beda bangetangka ngeleg,negative
transaksi pelanpelan profit uras potong potong,neutral
qrisnya,neutral
eror ulang saya dowload masuk mohon baik,negative
cerita dahtampilan simpan jadi upmending ovo biarpun potong gede tampil uang mengaco,negative
membalas ulas pakai,positive
tolong lebih tingkatkn lagi,negative
ampun jaring bintang pemberitahuan promo cepat pas buka kayak siput,positive
buat hidup hidup,negative
bagus tidak buka tlng baik,negative
respon tunggu kode otpmasuk kesini jelek,negative
tidak ktp buram payah layan,negative
mengirim gagal tapi tggu sudah hhabis lapor sabar aku juga harga susah mencari nyat,positive
aplikasi bantu tari,negative
hhabis kuota saya bangsattt kali tetap kga saya dlem baik scepaty,negative
mana hilang masuk cek aplimasi,negative
ambil komplin suruh isi saldo ribu ribu sisa saldo ribu ribu hhabis begitu ribu laah hilang saldo mana harap kawan kawan dowload biar,negative
puas simpel tidak ribet,negative
bohong saya beli paket kuota utama kuota zona utama kuota zona su bohong begitu saya mending paketin tetangga,negative
sampah hati hati merespon ini,negative
gaguna saldo juta kembali kunci lapor buka cuekin,positive
bantu banget dalam segi apa memang,negative
kirim kirim saldo lagitolong bantu bos,positive
aplukasi mudah syauntuk belanja terimakasih ku,positive
bagus banget batu,negative
enggak jelas saldo tahan,negative
memasuki sudah benar eenggak sampai blokir terus coba besok eenggak coba pakai lupa sinyal bagus mau kayak,negative
dompet terpercayasangat memuaskantransfer lancar tidak kendalatersedia fitur butuh pokok mantap,negative
gopok,neutral
tidak cokk saya lupa tidak,negative
transaksi bekum proses,positive
lebaran woiiii,neutral
baik,negative
matull,neutral
lambat tangankunjung masuk curi jutadi email balas jelas,negative
buruk tidak tanggung hilang ini kelap pusat tolong tidak saya buat lapor wajib kelap,negative
ep ep,neutral
puas dalam kirim,positive
semoga kecewa,neutral
buruk sarang tipu lapor tipu dibales lapor najis banget,negative
tolong baik kasih nomer pencet lupa mas menunggu setenga selesai bagus sinyal,negative
mantap kirim gerat,positive
kecewa pindah akun admin lihat foto selfie orang akun,positive
notifikasi masuk kawan saya tftp masuk riwayat saldo masukgmn,negative
akun tulis masuk katasandi kunci kode pas katasandi katasandi salah akun tekan katasandi koloding,negative
hanguss belikan pulsaa bisay,negative
kirim lapor tipu balas sih layan,positive
kecewa kait kaget tolong unreg kagetkarena saldo selalu hhabis,positive
puas kirim cepat,positive
transfer telat,negative
mantap mudah transaksi aman,positive
belum balikin tanggal umpetin belum balikin gi,negative
bagus satetap lambat wifi mohon baik,positive
sukses,positive
tidak apa burik banget,negative
eror melulu daftar hhabis eror,negative
ganggu mohon baik bayar suka,negative
aneh dipremiumin tidak kecewa,negative
emosi saat kode qr buka mohon solusi oy,negative
transaksi janggal saldo hilang,positive
sangatembantu,neutral
kontol kakean cok,negative
semoga kedrpanys,neutral
bagus pitur,negative
lemot banget buat susah transaksi buat emosi,negative
tapi nyh super cepat,positive
mafia gelap,negative
kesini enggak jelas lemot banget verifikasi banget akun lamaeror ku sinyal buruk aplikasi memang buruk,negative
hathati jebak iklan iklan muncul cepat sadar tekan beli iklan muncul transaksi kirim isi ulang beli verifikasi sidik jari beli batal planga plongo guna jebak saran hatihati kirim isi ulang cari thx,negative
tidak masuk korupsi dpr mantav,negative
kecewa fromo buat aplikisi handphone lemot akah hapus rumit buka berat kecewa iklan fromo guna buat buka,negative
bayar tagih jasa ganggu layan gagal,negative
lancar ok donwload,positive
mudah,neutral
bangkek nyedot,neutral
kasih bintang pas lupa pencet lupa tidak bingung padahal koneksi bagus tolong baik keren versi baru suruh kocak kocak,negative
bantu banget sayatrimakasih,negative
mantap cuman saplaylater,positive
kasih buntang dulukeluar buka aplikasi kasih bintang respon mintgimana atas,negative
upgread akun gagal terus syarat sudah lengkap ktp kakak tapi tidak bisa bisa tapiengga ketik obral,negative
pakai gopay saldo potong tidak masukmasuk saldona mememenunggu balas suruh mememenunggu mememenunggu,negative
aneh enggak jelas transfer saldo kurang masuk rekening tuju sudah cs tidak kembang sudah bebegitu bebegitu unduh enggak usah ngalamin,negative
mntapp transaksi mudah investasi emas,positive
cs tidak tiket tiket eror benerin kalau cht cs tiket tidak luah hubung cs haduh banget nih rugi,negative
harap baik salah,negative
fitur nyaman enak transfer karena biaya transfer proses langsung masuk proses menunggu,positive
lanjut,negative
kenapa kalau ken lihat referal afgred afgret tetap nampil,positive
buka roda,negative
nyangkut duit maling,neutral
prah,neutral
layan transper bagus kendala,negative
gagal pindai akun heran koneksi lancar malas belah lancar,negative
masuk llive solusi email balas oiy kembali,positive
kahsama loggintap lupa tidak bisaaneh woi,negative
isi alfamart ganggu tidak kena isi alfamidi pernah ganguan layan alfamart buruk,negative
hai,neutral
mekecewakan,neutral
sangat mmbntu,negative
munculin paylaterpindah ovo,neutral
tunggu saldo masuk danay,positive
manfaat bantu mudah bebas admin terimakasih,positive
bagus banget kasih mudah tinggal,neutral
cepettt butuh nyampeeee,negative
payah transfer nomer benar riwayat kirim saldo tidak masuk payah sistem komplain tidak balas payah,negative
notifikasi hasil masuk rekening terima,positive
parahhh kenapa saldo potong transaksilangganan apa,negative
alfamart tidak bisa terus ganti jaring trobel belum buka pusing,negative
mudah kirimbuang pakai,positive
rekomended banget pakai transfer pas dapat admin dipakai transaksicashless mudah mantap,positive
mantap transfer,positive
kadang suka lemotharus,positive
mantap kalau point jangan sembunyi ahy,positive
tangan dalam kembali saldo lambat sistem transaksi sampai belum kembali aneh kesinipelayan komplenharus bos pakai lahngeri dirumah sakit sgto doangsampai juga belum kelar kembali saldo,negative
kadang proses tolong,positive
tanggal masuk sekarangbuat lapor email kelanjutandana penuhdrama,negative
lanjur isi saldo foto ktp solusi,positive
mohon bantu tipu bayar,negative
vocer klaim,neutral
kenapa tidak bisa buka,negative
tolong develouper ganti lemot banget saya masuk karena salah pdhdl sudah benar jadi saya putus lupa tapi lemot banget,negative
butuh bantu kendala,negative
terbaik,neutral
bebas biaya admin akun,negative
sapa enggak oa oa oa,positive
bantidakai memang kemarin tidak lol,negative
